No,KoreanName,EnglishName,KCD,VCode,Support,UnmatchedReason
857,랑뒤-오슬러-웨버병,Rendu-Osler-Weber disease,I78.0,V235,의료비(급여부분),no_primary_specialty
855,러셀-실버 증후군,Russel-Silver syndrome,Q87.1,V158,의료비(급여부분),no_conservative_match
852,레버 선천성 흑암시,Leber’s congenital amaurosis,H35.59,V209,의료비(급여부분),no_conservative_match
850,레쉬-니한증후군,Lesch-Nyhan syndrome,E79.1,V221,의료비(급여부분),no_primary_specialty
847,레트증후군,Rett’s syndrome,F84.2,V122,"의료비(급여부분), 간병비",no_conservative_match
846,렌즈소안구증후군,Lenz microphthalmia syndrome,Q11.2,V900,의료비(급여부분),no_conservative_match
845,로렌스-문(-바르데)-비들 증후군,Laurence-Moon(-Bardet)-Biedl syndrome,Q87.8,V267,의료비(급여부분),no_conservative_match
844,로베증후군,Lowe’s syndrome,E72.0,V117,의료비(급여부분),no_conservative_match
843,로비노-실버만-스미스 증후군,Robinow-Silverman-Smith syndrome,Q87.1,V158,의료비(급여부분),no_primary_specialty
842,로빈 증후군,Robin syndrome,Q87.0,V185,의료비(급여부분),no_conservative_match
840,로트문드(-톰슨) 증후군,Rothmund(-Thomson) syndrome,Q82.8,V900,의료비(급여부분),no_primary_specialty
839,로하드 증후군,ROHHAD syndrorme,없음,V900,의료비(급여부분),no_conservative_match
838,뢰플러심내막염,Loffler’s endocarditis,I42.3,V127,의료비(급여부분),no_conservative_match
837,루빈스타인-테이비 증후군,Rubinstein-Taybi syndrome,Q87.2,V243,의료비(급여부분),no_primary_specialty
836,루스칸-루미쉬 증후군,Luscan-lumish syndrome,없음,V900,의료비(급여부분),no_primary_specialty
834,루푸스 심장낭염,Lupus pericarditis,M32.1,V136,의료비(급여부분),no_conservative_match
833,류마티스성 다발근통,Polymyalgia rheumatica,M35.3,V139,의료비(급여부분),no_conservative_match
832,류마티스인자가 있거나 없는 연소성 류마티스관절염,Juvenile rheumatoid arthritis with or without rheumatoid factor,M08.0,V133,의료비(급여부분),no_conservative_match
830,리브만-삭스병,Libman-Sacks disease,M32.1,V136,의료비(급여부분),no_conservative_match
829,림프구기능항원-1결손,Lymphocyte function antigen-1[LFA-1] defect,D84.0,V111,의료비(급여부분),no_conservative_match
828,림프절의 사르코이드증,Sarcoidosis of lymph nodes,D86.1,V111,의료비(급여부분),no_conservative_match
827,림프절의 사르코이드증을 동반한 폐의 사르코이드증,Sarcoidosis of lung with sarcoidosis of lymph nodes,D86.2,V111,의료비(급여부분),no_conservative_match
826,마노스축적증,Mannosidosis,E77.1,V117,의료비(급여부분),no_conservative_match
825,마로토-라미 (경도)(중증) 증후군,Maroteaux-Lamy (mild)(severe) syndrome,E76.2,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
824,마르케사니-바일 증후군 [바일-마르케사니 증후군],Marchesani-weill-syndrome [Weill-marchesani syndrome],Q87.0,V900,의료비(급여부분),no_conservative_match
823,마르팡증후군,Marfan’s syndrome,Q87.4,V186,의료비(급여부분),no_conservative_match
822,마이어 로키탄스키 쿠스터 하우저 증후군,Mayer-Rokitansky-Kuster Hauser (MRKH) syndrome,없음,V900,의료비(급여부분),no_conservative_match
821,마이어 증후군,Myhre syndrome,없음,V900,의료비(급여부분),no_primary_specialty
820,마푸치증후군,Maffucci’s syndrome,Q78.4,V230,의료비(급여부분),no_conservative_match
819,"막증식성 사구체신염, 1형, 3형 또는 NOS를 동반한 신증후군","Nephrotic syndrome with membranoproliferative glomerulonephritis, types 1 and 3, or NOS",N04.5,V263,의료비(급여부분),no_conservative_match
818,"막증식성 사구체신염, 2형을 동반한 신증후군","Nephrotic syndrome with membranoproliferative glomerulonephritis, type 2",N04.6,V263,의료비(급여부분),no_conservative_match
815,만성 (소아기) 육아종성 질환,Chronic (childhood) granulomatous disease,D71,V109,의료비(급여부분),no_conservative_match
813,만성 연소성 다발관절염,Chronic juvenile polyarthritis,M08.3,V133,의료비(급여부분),no_conservative_match
811,만성 진행성 외안근마비,Chronic progressive external ophthalmoplegia,H49.4,V900,의료비(급여부분),no_conservative_match
810,만성 후천성 순수적혈구무형성,Chronic acquired pure red cell aplasia,D60.0,V023,의료비(급여부분),no_conservative_match
809,말단비대증 및 뇌하수체거인증,Acromegaly and pituitary gigantism,E22.0,V112,의료비(급여부분),no_conservative_match
808,말단비대증과 관련된 관절병증,Arthropathy associated with acromegaly,E22.0,V112,의료비(급여부분),no_conservative_match
805,말란 증후군,Malan syndrome,없음,V900,의료비(급여부분),no_conservative_match
804,말린자두배증후군,Prune belly syndrome,Q79.4,V155,의료비(급여부분),no_primary_specialty
801,맥아들병,McArdle’s disease,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
800,메발론산 키나아제 결핍 [고면역글로불린D증후군],Mevalonate kinase deficiency [Hyperimmunoglobulin D syndrome],없음,V900,의료비(급여부분),no_conservative_match
799,메이어-고린 증후군,Meier-Gorlin syndrome,없음,V900,의료비(급여부분),no_primary_specialty
798,메켈증후군,Meckel syndrome,Q61.9,V900,의료비(급여부분),no_primary_specialty
797,메타이오닌혈증,Methioninaemia,E72.1,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",no_conservative_match
796,메틸말론산혈증,Methylmalonic acidaemia,E71.1,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",no_conservative_match
795,멘케스(꼬인모발)( 강모)병,Menkes (kinky hair)(steely hair) disease,E83.0,V119,의료비(급여부분),no_conservative_match
794,멜라스증후군,Melas syndrome,G71.3,V012,"의료비(급여부분), 인공호흡기 및 기침유발기",no_conservative_match
793,멜커슨증후군,Melkersson’s syndrome,G51.2,V167,의료비(급여부분),no_conservative_match
791,"면역결핍, 발달지연, 저호모시스테인혈증","Immunodeficiency, developmental delay, and hypohomocysteinemia",없음,V900,의료비(급여부분),no_conservative_match
790,면역결핍을 동반한 흉선무형성 또는 형성저하,Thymic aplasia or hypoplasia with immunodeficiency,D82.1,V111,의료비(급여부분),no_conservative_match
789,면역글로불린A의 선택적 결핍,Selective deficiency of immunoglobulin A[IgA],D80.2,V111,의료비(급여부분),no_conservative_match
788,면역글로불린G 서브클래스의 선택적 결핍,Selective deficiency of immunoglobulin G [IgG] subclasses,D80.3,V111,의료비(급여부분),no_conservative_match
787,면역글로불린M의 선택적 결핍,Selective deficiency of immunoglobulin M[IgM],D80.4,V111,의료비(급여부분),no_conservative_match
786,면역글로불린M의 증가를 동반한 면역결핍,Immunodeficiency with increased immunoglobulin M[IgM],D80.5,V111,의료비(급여부분),no_conservative_match
785,면역글로불린을 지닌 B-림프구가 있는 무감마글로불린혈증,Agammaglobulinaemia with immunoglobulin-bearing B-lymphocytes,D80.1,V111,의료비(급여부분),no_conservative_match
784,면역글로블린 G4 관련 질환,Immunoglobulin G4-related disease,없음,V900,의료비(급여부분),no_conservative_match
782,모노아민 산화효소결핍,Monoamine oxidase deficiency syndrome,없음,V900,의료비(급여부분),no_conservative_match
781,모르키오 (-유사)(고전적) 증후군,Morquio(-like)(classic) syndrome,E76.2,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
780,모세혈관외 사구체신염을 동반한 신증후군,Nephrotic syndrome with extracapillary glomerulonephritis,N04.7,V263,의료비(급여부분),no_conservative_match
777,모왓-윌슨 증후군,Mowat-Wilson syndrome,Q87.8,V900,의료비(급여부분),name_code_conflict
776,모자이크성 다양한 이수성 증후군1,Mosaic variegated aneuploidy syndrome 1,없음,V900,의료비(급여부분),no_conservative_match
775,몰리브데넘 조효소 결핍,Molybdenum cofactor deficiency,없음,V900,의료비(급여부분),no_conservative_match
774,뫼비우스 증후군,Moebius syndrome,Q87.0,V185,의료비(급여부분),no_primary_specialty
773,무과립구성 안지나,Agranulocytic angina,D70,V108,의료비(급여부분),no_conservative_match
772,무과립구증,Agranulocytosis,D70,V108,의료비(급여부분),no_conservative_match
770,무뇌이랑증,Agyria of brain,Q04.3,V214,의료비(급여부분),no_conservative_match
769,"무루증, 이완불능증, 지적발달장애 증후군","Alacrima, achalasia, and impaired intellectual development syndrome",없음,V900,의료비(급여부분),no_conservative_match
768,무비증 또는 다비증을 동반한 심방 부속물의 이성질현상,Isomerism of atrial appendages with asplenia or polysplenia,Q20.6,V900,의료비(급여부분),no_conservative_match
767,무설증(無舌症),Aglossia,Q38.3,V241,의료비(급여부분),no_conservative_match
766,무한증을 동반한 선천성 통증 무감각증,Congenital insensitivity to pain with anhidrosis (CIPA),없음,V900,의료비(급여부분),no_conservative_match
763,문맥-간동맥루,Portal vein-hepatic artery fistula,Q26.6,V150,의료비(급여부분),no_conservative_match
762,문맥결합이상,Anomalous portal venous connection,Q26.5,V150,의료비(급여부분),no_conservative_match
761,뮤코지질증 Ⅳ,Mucolipidosis Ⅳ,E75.1,V117,의료비(급여부분),no_conservative_match
760,뮤코지질증Ⅱ[Ⅰ-세포병],Mucolipidosis Ⅱ[Ⅰ-cell disease],E77.0,V117,의료비(급여부분),no_conservative_match
759,뮤코지질증Ⅲ[거짓헐러다발이상증],Mucolipidosis Ⅲ [Pseudo-Hurler polydystrophy],E77.0,V117,의료비(급여부분),no_conservative_match
758,미만성 막성 사구체신염을 동반한 신증후군,Nephrotic syndrome with diffuse membranous glomerulonephritis,N04.2,V263,의료비(급여부분),no_conservative_match
757,미만성 메산지음 모세혈관성 사구체신염을 동반한 신증후군,Nephrotic syndrome with diffuse mesangiocapillary glomerulonephritis,N04.5,V263,의료비(급여부분),no_conservative_match
756,미만성 메산지음 증식성 사구체신염을 동반한 신증후군,Nephrotic syndrome with diffuse mesangial proliferative glomerulonephritis,N04.3,V263,의료비(급여부분),no_conservative_match
755,미만성 모세혈관내 증식성 사구체신염을 동반한 신증후군,Nephrotic syndrome with diffuse endocapillary proliferative glomerulonephritis,N04.4,V263,의료비(급여부분),no_conservative_match
754,미만성 반월형 사구체신염을 동반한 신증후군,Nephrotic syndrome with diffuse crescentic glomerulonephritis,N04.7,V263,의료비(급여부분),no_conservative_match
753,미만성 폐림프관종증,Diffuse pulmonary lymphangiomatosis,없음,V900,의료비(급여부분),no_conservative_match
752,미만성(호산구성) 근막염,Diffuse(eosinophilic) fasciitis,M35.4,V139,의료비(급여부분),no_conservative_match
751,미세심 병,Minicore disease,G71.2,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
750,미세증후군 [와버그 미세증후군],Micro syndrome [Warburg micro syndrome],없음,V900,의료비(급여부분),no_conservative_match
747,바라이서-윈터증후군,Baraitser-Winter syndrome,없음,V900,의료비(급여부분),no_conservative_match
746,바르덴브르그 증후군 (백색증을 동반한),Waardenburg’s syndrome (with albinism),E70.3,V117,의료비(급여부분),no_conservative_match
745,바이스-크루슈카 증후군,Weiss-Kruszka syndrome,없음,V900,의료비(급여부분),no_primary_specialty
744,바이오틴-의존카복실레이스결핍,Biotin-dependent carboxylase deficiency,D81.8,V111,의료비(급여부분),no_conservative_match
743,바터 증후군,VATER syndrome,Q87.2,V243,의료비(급여부분),no_conservative_match
742,바터증후군,Bartter’s syndrome,E26.8,V254,의료비(급여부분),no_conservative_match
741,바텐병,Batten’s disease,E75.4,V117,의료비(급여부분),no_conservative_match
738,"발달지연, 이상형태성 얼굴, 그리고 뇌 이상(U2AF2 관련)","Developmental delay, dysmorphic facies, and Brain anomalies(U2AF2 related)",없음,V900,의료비(급여부분),no_conservative_match
737,"발달지연을 동반한 TRAF7 관련 심장, 안면, 말단 기형","TRAF7 related cardiac, facial, and digital anomalies with developmental delay",없음,V900,의료비(급여부분),no_conservative_match
736,발작성 야간헤모글로빈뇨,Paroxysmal nocturnal haemoglobinuria [Marchiafava-Micheli],D59.5,V187,의료비(급여부분),no_conservative_match
735,방광외반,Exstrophy of urinary bladder,Q64.1,V227,의료비(급여부분),no_conservative_match
734,방광외번,Extroversion of bladder,Q64.1,V227,의료비(급여부분),no_conservative_match
733,방광이소증,Ectopia vesicae,Q64.1,V227,의료비(급여부분),no_conservative_match
732,방실연결불일치,Discordant atrioventricular connection,Q20.5,V144,의료비(급여부분),no_conservative_match
730,배꼽내장탈장,Exomphalos,Q79.2,V155,의료비(급여부분),no_conservative_match
727,범골수황폐,Panmyelophthisis,D61.9,V023,의료비(급여부분),no_conservative_match
725,베르나르-술리에[거대혈소판]증후군,Bernard-Soulier[giant platelet] syndrome,D69.1,V106,의료비(급여부분),no_conservative_match
724,베르너-슐츠병,Werner-Schultz disease,D70,V108,의료비(급여부분),no_conservative_match
721,베체트병,Behcet’s disease,M35.2,V139,의료비(급여부분),no_conservative_match
720,베타-글루쿠론산분해효소결핍,β-Glucuronidase deficiency,E76.2,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
718,베타아미노산대사장애,Disorders of β-amino-acid metabolism,E72.8,V117,의료비(급여부분),no_conservative_match
717,베타지중해빈혈,Beta thalassaemia,D56.1,V232,의료비(급여부분),no_conservative_match
716,벡위드-비데만 증후군,Beckwith-Wiedemann syndrome,Q87.3,V900,의료비(급여부분),no_primary_specialty
714,보리우-보이콧-이네스 증후군,Beaulieu-Boycott-Innes syndrome[BBIS],없음,V900,의료비(급여부분),no_conservative_match
713,보링-오피츠 증후군,Bohring-Opitz syndrome,없음,V900,의료비(급여부분),no_primary_specialty
711,보제슨-포르스만-레만 증후군,Börjeson-Forssman-Lehmann syndrome,없음,V900,의료비(급여부분),no_primary_specialty
710,보체계통의 결손,Defects in the complement system,D84.1,V111,의료비(급여부분),no_conservative_match
709,보통염색체열성 무감마글로불린혈증(스위스형),Autosomal recessive agammaglobulinaemia (Swiss type),D80.0,V111,의료비(급여부분),no_conservative_match
707,보통염색체열성 피부이완증 1C형(LTBP4 관련),"Cutis laxa, autosomal recessive, type1C(LTBP4 related)",없음,V900,의료비(급여부분),no_conservative_match
705,복벽의 기타 선천기형,Other congenital malformations of abdominal wall,Q79.5,V155,의료비(급여부분),no_conservative_match
702,복합부위통증증후군 I형,Complex regional pain syndrome type I,G90.5,V177,의료비(급여부분),no_conservative_match
701,복합부위통증증후군 Ⅱ형,Complex regional pain syndrome type II,G90.6,V168,의료비(급여부분),no_conservative_match
698,봉입체 근염,Inclusion body myositis (IBM),G72.4,V900,의료비(급여부분),no_conservative_match
696,부근,Accessory muscle,Q79.8,V155,의료비(급여부분),no_conservative_match
695,부라티-하렐 증후군,Buratti-Harel syndrome,없음,V900,의료비(급여부분),no_conservative_match
694,부르느뷰병,Bourneville’s disease,Q85.1,V204,의료비(급여부분),no_conservative_match
693,부분폐정맥결합이상,Partial anomalous pulmonary venous connection,Q26.3,V150,의료비(급여부분),no_conservative_match
692,부신경색증,Adrenal infarction,E27.4,V116,의료비(급여부분),no_conservative_match
690,부신백질형성장애[애디슨-쉴더],Adrenoleukodystrophy[Addison-Schilder],E71.3,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
689,부신생식기증후군 NOS,Adrenogenital syndrome NOS,E25.9,V115,의료비(급여부분),no_conservative_match
688,부신출혈,Adrenal haemorrhage,E27.4,V116,의료비(급여부분),no_conservative_match
686,부신피질부전 NOS,Adrenocortical insufficiency NOS,E27.4,V116,의료비(급여부분),no_conservative_match
685,부정맥유발성 우심실 형성이상,Arrhythmogenic right ventricular dysplasia,I42.80,V900,의료비(급여부분),no_conservative_match
684,분열뇌증,Schizencephaly,Q04.6,V240,의료비(급여부분),no_primary_specialty
680,블랙판-다이아몬드증후군,Blackfan-Diamond syndrome,D61.0,V023,의료비(급여부분),no_conservative_match
679,블륨 증후군,Bloom syndrome,Q82.8,V900,의료비(급여부분),no_primary_specialty
677,비가족성 저감마글로불린혈증,Nonfamilial hypogammaglobulinaemia,D80.1,V111,의료비(급여부분),no_conservative_match
676,"비골근위축(축삭형, 비대형)","Peroneal muscular atrophy(axonal type, hypertrophic type)",G60.0,V169,"의료비(급여부분), 인공호흡기 및 기침유발기",no_conservative_match
675,비대성 대동맥판하협착,Hypertrophic subaortic stenosis,I42.1,V127,의료비(급여부분),no_conservative_match
673,비스코트-얼드리치증후군,Wiskott-Aldrich syndrome,D82.0,V111,의료비(급여부분),no_primary_specialty
672,비신경병성 유전가족성 아밀로이드증,Non-neuropathic heredofamilial amyloidosis,E85.0,V121,의료비(급여부분),no_conservative_match
671,비정형 용혈-요독증후군,Atypical haemolytic-uraemic syndrome,D59.3,V219,의료비(급여부분),no_conservative_match
670,"비정형마이코박테륨증, 가족형, X연관","Atypical mycobacteriosis, familial, X-linked",A31.9,V900,의료비(급여부분),no_conservative_match
669,비케톤고글라이신혈증,Non-ketotic hyperglycinaemia,E72.5,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",no_conservative_match
668,비타민D저항골연화증,Vitamin-D-resistant osteomalacia,E83.3,V189,의료비(급여부분),no_conservative_match
667,비타민D저항구루병,Vitamin-D-resistant rickets,E83.3,V189,의료비(급여부분),no_conservative_match
664,뾰족머리증,Acrocephaly,Q75.0,V265,의료비(급여부분),no_conservative_match
664,뾰족머리증,Oxycephaly,Q75.0,V265,의료비(급여부분),no_conservative_match
662,사구체질환 동반 전신홍반루푸스,Systemic lupus erythematosus with glomerular disease,M32.1,V136,의료비(급여부분),no_conservative_match
661,사르코신혈증,Sarcosinaemia,E72.5,V117,의료비(급여부분),no_conservative_match
660,사르코이드관절병증,Sarcoid arthropathy,D86.8,V111,의료비(급여부분),no_conservative_match
659,사르코이드근염,Sarcoid myositis,D86.8,V111,의료비(급여부분),no_conservative_match
658,사르코이드심근염,Sarcoid myocarditis,D86.8,V111,의료비(급여부분),no_conservative_match
657,사르코이드증에서의 다발성 뇌신경마비,Multiple cranial nerve palsies in sarcoidosis,D86.8,V111,의료비(급여부분),no_conservative_match
656,사르코이드증에서의 홍채섬모체염,Iridocyclitis in sarcoidosis,D86.8,V111,의료비(급여부분),no_conservative_match
655,산발형 근위축측삭경화증,Sporadic amyotrophic lateral sclerosis,G12.21,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
654,산성인산분해효소결핍,Acid phosphatase deficiency,E83.3,V189,의료비(급여부분),no_conservative_match
653,산필립포 (B형)(C형)(D형) 증후군,Sanfilippo (types B)(type C)(type D) syndrome,E76.2,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
652,삼각머리증,Trigonocephaly,Q75.0,V265,의료비(급여부분),no_conservative_match
650,삼탄당인산염이성화효소결핍빈혈,Triose-phosphate isomerase deficiency anaemia,D55.2,V164,의료비(급여부분),no_conservative_match
649,상세불명의 공통 가변성 면역결핍,"Common variable immunodeficiency, unspecified",D83.9,V111,의료비(급여부분),no_conservative_match
648,상세불명의 궤양성 대장염,"Ulcerative colitis, unspecified",K51.9,V131,의료비(급여부분),no_conservative_match
646,상세불명의 다발경화증,Unspecified multiple sclerosis,G35.9,V022,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
644,상세불명의 유전가족성 아밀로이드증,"Heredofamilial amyloidosis, unspecified",E85.2,V121,의료비(급여부분),no_conservative_match
641,상세불명의 이분척추,"Spina bifida, unspecified",Q05.9,V179,의료비(급여부분),no_conservative_match
640,상세불명의 척수성 근위축,"Spinal muscular atrophy, unspecified",G12.9,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
639,상세불명의 폐정맥결합이상,"Anomalous pulmonary venous connection, unspecified",Q26.4,V150,의료비(급여부분),no_conservative_match
637,색소성 담창구변성,Pigmentary pallidal degeneration,G23.0,V257,의료비(급여부분),no_conservative_match
636,색소실조증,Incontinentia pigmenti,Q82.3,V900,의료비(급여부분),no_primary_specialty
635,색소피부건조증 그룹 A,Xeroderma pigmentosum Group A (XPA),없음,V900,의료비(급여부분),no_conservative_match
634,샌드호프병,Sandhoff’s disease,E75.0,V117,의료비(급여부분),no_conservative_match
633,샤르코-마리-투스질환,Charcot-Marie-Tooth disease,G60.0,V169,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
631,샤프-양 증후군,Schaaf-Yang syndrome,없음,V900,의료비(급여부분),no_primary_specialty
630,"석회증, 레이노현상, 식도기능장애, 경지증(硬指症), 모세혈관확장의 조합","Combination of calcinosis, Raynaud’s phenomenon, (o)esophageal dysfunction, sclerodactyly, telangiectasia",M34.1,V138,의료비(급여부분),no_conservative_match
629,"섞임증, 45, X/46, XX 또는 XY","Mosaicism, 45, X/46, XX or XY",Q96.3,V021,의료비(급여부분),no_conservative_match
628,"섞임증, 이상성염색체를 가진 45, X/기타 세포열","Mosaicism, 45, X/other cell line(s) with abnormal sex chromosome",Q96.4,V021,의료비(급여부분),no_conservative_match
627,선조성골병증-두개경화증,Osteopathia striata-cranial sclerosis,없음,V900,의료비(급여부분),no_conservative_match
625,선천복벽탈장,Omphalocele,Q79.2,V155,의료비(급여부분),no_specialty_membership
624,선천성 간 섬유증,Congenital liver fibrosis,Q44.6,V900,의료비(급여부분),no_conservative_match
623,선천성 경상 운동 장애,Congenital mirror movement (CMM) disorder,없음,V900,의료비(급여부분),no_conservative_match
622,선천성 고인슐린혈증,Congenital hyperinsulinaemia,E16.10,V900,의료비(급여부분),no_conservative_match
621,선천성 골경화증,Osteosclerosis congenita,Q77.4,V228,의료비(급여부분),no_conservative_match
619,선천성 근긴장증 NOS,Myotonia congenita NOS,G71.1,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
618,선천성 근디스트로피 NOS,Congenital muscular dystrophy NOS,G71.2,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
617,선천성 근위축,Amyotrophia congenita,Q79.8,V155,의료비(급여부분),no_conservative_match
616,선천성 근육병증,Congenital myopathies,G71.2,V012,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
615,선천성 기능성 단장 증후군,Congenital functional short bowel syndrome,없음,V900,의료비(급여부분),no_conservative_match
614,선천성 뇌하수체기능저하증,Congenital hypopituitarism,E23.0,V900,의료비(급여부분),name_code_conflict
613,선천성 니코틴아마이드 아데닌 다이뉴클레오타이드 결핍 질환,Congenital nicotinamide adenien dinucleotide deficiency disease,없음,V900,의료비(급여부분),no_conservative_match
612,선천성 다발관절만곡증,Arthrogryposis multiplex congenita,Q74.3,V292,의료비(급여부분),no_specialty_membership
610,선천성 대동맥판기능부전,Congenital aortic insufficiency,Q23.1,V147,의료비(급여부분),no_conservative_match
609,선천성 대동맥판역류,Congenital aortic regurgitation,Q23.1,V147,의료비(급여부분),no_conservative_match
608,선천성 대동맥판폐쇄,Congenital aortic atresia,Q23.0,V147,의료비(급여부분),no_conservative_match
607,선천성 대동맥판하협착,Congenital subaortic stenosis,Q24.4,V270,의료비(급여부분),no_conservative_match
606,선천성 대동맥판협착,Congenital aortic stenosis,Q23.0,V147,의료비(급여부분),no_conservative_match
604,선천성 무과립구증,Congenital agranulocytosis,D70,V108,의료비(급여부분),no_conservative_match
603,선천성 무피브리노젠혈증,Congenital afibrinogenaemia,D68.2,V009,의료비(급여부분),no_conservative_match
602,선천성 무형성(순수)적혈구,"Aplasia, (pure) red cell (of) congenital",D61.0,V023,의료비(급여부분),no_conservative_match
601,선천성 및 발달성 근무력증,Congenital and developmental myasthenia,G70.2,V012,의료비(급여부분),no_conservative_match
600,선천성 반척추,Congenital hemivertebra,없음,V900,의료비(급여부분),no_conservative_match
597,선천성 수포성 비늘모양홍색피부증,Congenital bullous ichthyosiform erythroderma,Q80.3,V900,의료비(급여부분),no_conservative_match
591,"선천성 심장결손, 이상형태성 얼굴 특징 및 지적발달장애","Congenital heart defects, dysmorphic facial features, and intellectual developmental disorder (CHDFIDD)",없음,V900,의료비(급여부분),no_conservative_match
588,선천성 이상각화증,Congenital dyskeratosis,Q82.8,V900,의료비(급여부분),no_conservative_match
586,선천성 이상식작용증,Congenital dysphagocytosis,D71,V109,의료비(급여부분),no_conservative_match
585,선천성 적혈구조혈이상빈혈,Congenital dyserythropoietic anaemia,D64.4,V220,의료비(급여부분),no_conservative_match
584,선천성 전신지방이상증,Congenital systemic lipodystrophy,E88.1,V900,의료비(급여부분),no_conservative_match
581,선천성 지카 바이러스 질환,Congenital Zika virus disease,P35.4,V900,의료비(급여부분),no_conservative_match
580,선천성 짧은힘줄,Congenital shortening of tendon,Q79.8,V155,의료비(급여부분),no_conservative_match
579,선천성 풍진증후군,Congenital rubella syndrome,P35.0,V900,의료비(급여부분),no_primary_specialty
578,선천성 협착띠,Congenital constricting bands,Q79.8,V155,의료비(급여부분),no_conservative_match
574,설파테이스결핍,Sulfatase deficiency,E75.2,V117,의료비(급여부분),no_conservative_match
573,"섬모체, 원발성 이상운동증","ciliary, primary Dyskinesia",J39.8,V900,의료비(급여부분),no_conservative_match
572,성인발병 스틸병,Adult-onset Still’s disease,M06.1,V298,의료비(급여부분),no_conservative_match
571,성인의 킨뵉병,Kienböck’s disease of adults,M93.1,V299,의료비(급여부분),no_conservative_match
570,성인형 GM₂-강글리오시드증,Adult GM₂gangliosidosis,E75.0,V117,의료비(급여부분),no_conservative_match
569,성인형 척수성 근위축,Adult form spinal muscular atrophy,G12.1,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
568,"성장지연, 지적발달장애, 근기능저하 및 간병증","Growth retardations, impaired intellectual development, hypotonia, and hepatopathy (GRIDHH)",없음,V900,의료비(급여부분),no_conservative_match
567,성장호르몬의 과잉생산,Overproduction of growth hormone,E22.0,V112,의료비(급여부분),no_conservative_match
566,세뇨관-간질신장병증 동반 전신홍반루푸스,Systemic lupus erythematosus with tubulo-interstitial nephropathy,M32.1,V136,의료비(급여부분),no_conservative_match
565,세망세포발생이상을 동반한 중증복합면역결핍,Severe combined immunodeficiency [SCID] with reticular dysgenesis,D81.0,V111,의료비(급여부분),no_conservative_match
564,세망조직구종(거대세포),Reticulohistiocytoma(giant-cell),D76.3,V110,의료비(급여부분),no_conservative_match
563,세포막수용체복합체[CR3]결손,Cell membrane receptor complex [CR3] defect,D71,V109,의료비(급여부분),no_conservative_match
562,소뇌무발생,Cerebellar agenesis,Q04.3,V900,의료비(급여부분),no_conservative_match
561,"소뇌위축, 시력장애, 정신운동지체","Cerebellar atrophy, visual impairment, and psychomotor retardation [CAVIPMR]",없음,V900,의료비(급여부분),no_conservative_match
559,"소두증, 언어장애,그리고 보행이상을 동반한 신경발달 이상(NARS1 관련)","Neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities",없음,V900,의료비(급여부분),no_conservative_match
557,소사구체이상을 동반한 신증후군,Nephrotic syndrome with minor glomerular abnormality,N04.0,V263,의료비(급여부분),no_conservative_match
556,소아기의 진행성 연수마비[파지오-론데],Progressive bulbar palsy of childhood [Fazio-Londe],G12.1,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
554,"소아형, Ⅱ형 척수성 근위축","Childhood form, type Ⅱ spinal muscular atrophy",G12.1,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",no_conservative_match
552,소장 및 대장 모두의 크론병,Crohn’s disease of both small and large intestine,K50.8,V130,의료비(급여부분),no_conservative_match
551,소장의 크론병,Crohn’s disease of small intestine,K50.0,V130,의료비(급여부분),no_conservative_match
550,소토스 증후군,Sotos syndrome,Q87.3,V244,의료비(급여부분),no_primary_specialty
